Time,Day_of_week,Age_band_of_driver,Driving_experience,Type_of_vehicle,Road_surface_conditions,Light_conditions,Weather_conditions,Cause_of_accident,Accident_severity
17:10:00,Tuesday,31-50,5-10yr,Automobile,Wet or damp,Darkness - lights lit,Normal,No priority to pedestrian,Slight Injury
17:10:00,Tuesday,31-50,unknown,Automobile,Wet or damp,Darkness - lights lit,Normal,No priority to pedestrian,Slight Injury
15:30:00,Saturday,Unknown,5-10yr,Automobile,Wet or damp,Daylight,Normal,No priority to vehicle,Slight Injury
15:30:00,Saturday,18-30,1-2yr,Lorry (41?100Q),Wet or damp,Daylight,Normal,Driving carelessly,Slight Injury
9:47:00,Saturday,18-30,2-5yr,Other,Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
9:47:00,Saturday,Over 51,Above 10yr,Pick up upto 10Q,Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
9:47:00,Saturday,31-50,5-10yr,Pick up upto 10Q,Wet or damp,Daylight,Raining,Moving Backward,Slight Injury
11:19:00,Monday,18-30,1-2yr,Automobile,Dry,Daylight,Normal,Driving carelessly,Serious Injury
11:19:00,Monday,Over 51,Above 10yr,Long lorry,Dry,Daylight,Normal,Driving to the left,Serious Injury
13:13:00,Friday,Unknown,1-2yr,Automobile,Dry,Daylight,Normal,Driving to the left,Slight Injury
13:13:00,Friday,18-30,2-5yr,Public (13?45 seats),Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
15:55:00,Thursday,18-30,Above 10yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
15:55:00,Thursday,18-30,2-5yr,Public (13?45 seats),Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
15:55:00,Thursday,31-50,5-10yr,Other,Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
10:47:00,Thursday,31-50,,Lorry (41?100Q),Wet or damp,Daylight,Normal,No distancing,Slight Injury
10:47:00,Thursday,31-50,1-2yr,Lorry (41?100Q),Wet or damp,Daylight,Normal,Getting off the vehicle improperly,Slight Injury
15:00:00,Thursday,18-30,5-10yr,Long lorry,Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
15:00:00,Thursday,18-30,5-10yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
18:40:00,Thursday,18-30,1-2yr,Pick up upto 10Q,Wet or damp,Darkness - lights lit,Raining,Driving carelessly,Slight Injury
3:55:00,Monday,18-30,5-10yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Raining and Windy,Moving Backward,Slight Injury
3:55:00,Monday,18-30,5-10yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Raining and Windy,Turnover,Slight Injury
3:55:00,Monday,18-30,2-5yr,Automobile,Wet or damp,Darkness - lights lit,Raining and Windy,Changing lane to the right,Slight Injury
17:45:00,Sunday,31-50,1-2yr,Other,Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
17:45:00,Sunday,18-30,5-10yr,,Dry,Darkness - lights lit,Normal,No priority to vehicle,Slight Injury
17:45:00,Sunday,18-30,Below 1yr,Other,Dry,Darkness - lights lit,Normal,Moving Backward,Slight Injury
17:45:00,Sunday,18-30,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
19:10:00,Friday,31-50,5-10yr,Pick up upto 10Q,Wet or damp,Darkness - lights lit,Raining,Overturning,Slight Injury
10:13:00,Thursday,31-50,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Serious Injury
10:13:00,Thursday,Over 51,5-10yr,Public (12 seats),Dry,Daylight,Normal,Driving carelessly,Serious Injury
9:48:00,Friday,Under 18,2-5yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
9:48:00,Friday,18-30,5-10yr,Other,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
16:20:00,Monday,18-30,Above 10yr,Public (12 seats),Wet or damp,Darkness - lights lit,Normal,No priority to pedestrian,Slight Injury
16:20:00,Monday,18-30,Below 1yr,Stationwagen,Wet or damp,Darkness - lights lit,Normal,No distancing,Slight Injury
19:40:00,Thursday,18-30,5-10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
16:53:00,Wednesday,18-30,2-5yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
12:55:00,Wednesday,31-50,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
19:32:00,Friday,31-50,1-2yr,Automobile,Wet or damp,Darkness - lights lit,Raining,Changing lane to the left,Slight Injury
19:32:00,Friday,18-30,2-5yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Raining,No distancing,Slight Injury
17:35:00,Saturday,18-30,2-5yr,,Wet or damp,Darkness - lights lit,Raining,No distancing,Slight Injury
17:35:00,Saturday,Over 51,Above 10yr,Public (12 seats),Wet or damp,Darkness - lights lit,Raining,No distancing,Slight Injury
17:35:00,Saturday,Over 51,Below 1yr,Automobile,Wet or damp,Darkness - lights lit,Raining,Changing lane to the left,Slight Injury
18:40:00,Tuesday,18-30,2-5yr,Stationwagen,Dry,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
18:40:00,Tuesday,18-30,Above 10yr,Automobile,Dry,Darkness - lights lit,Normal,Moving Backward,Slight Injury
15:47:00,Thursday,31-50,Above 10yr,Lorry (41?100Q),Wet or damp,Daylight,Normal,Changing lane to the right,Slight Injury
14:57:00,Sunday,Under 18,5-10yr,Other,Dry,Daylight,Normal,No distancing,Slight Injury
17:25:00,Friday,31-50,Above 10yr,Pick up upto 10Q,Wet or damp,Darkness - no lighting,Normal,Overtaking,Serious Injury
17:25:00,Friday,31-50,1-2yr,,Wet or damp,Darkness - no lighting,Normal,Other,Serious Injury
17:25:00,Friday,31-50,2-5yr,Lorry (41?100Q),Wet or damp,Darkness - no lighting,Normal,Other,Serious Injury
17:22:00,Sunday,Over 51,2-5yr,Automobile,Wet or damp,Darkness - lights lit,Normal,Changing lane to the right,Serious Injury
17:22:00,Sunday,Under 18,5-10yr,Public (13?45 seats),Wet or damp,Darkness - lights lit,Normal,No priority to pedestrian,Serious Injury
16:05:00,Monday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
16:05:00,Monday,31-50,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
16:05:00,Monday,18-30,Above 10yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
9:00:00,Thursday,18-30,Below 1yr,Motorcycle,Wet or damp,Daylight,Other,Overtaking,Slight Injury
9:00:00,Thursday,18-30,Below 1yr,Public (12 seats),Wet or damp,Daylight,Other,No distancing,Slight Injury
8:55:00,Saturday,18-30,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
10:44:00,Friday,31-50,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
16:18:00,Wednesday,18-30,5-10yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
17:21:00,Thursday,18-30,2-5yr,Stationwagen,Wet or damp,Darkness - lights lit,Normal,No distancing,Slight Injury
17:21:00,Thursday,31-50,2-5yr,Pick up upto 10Q,Wet or damp,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
17:21:00,Thursday,31-50,5-10yr,Automobile,Wet or damp,Darkness - lights lit,Normal,No priority to pedestrian,Slight Injury
17:21:00,Thursday,31-50,2-5yr,Automobile,Wet or damp,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
15:40:00,Monday,18-30,,,Dry,Daylight,Normal,Moving Backward,Slight Injury
15:40:00,Monday,18-30,2-5yr,Other,Dry,Daylight,Normal,No distancing,Slight Injury
15:40:00,Monday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
15:40:00,Monday,31-50,2-5yr,Public (13?45 seats),Dry,Daylight,Normal,No distancing,Slight Injury
16:46:00,Thursday,18-30,1-2yr,Public (13?45 seats),Wet or damp,Darkness - lights lit,Cloudy,Changing lane to the left,Slight Injury
16:46:00,Thursday,Over 51,,Automobile,Wet or damp,Darkness - lights lit,Cloudy,Changing lane to the left,Slight Injury
16:46:00,Thursday,31-50,1-2yr,Public (12 seats),Wet or damp,Darkness - lights lit,Cloudy,Moving Backward,Slight Injury
17:45:00,Sunday,18-30,2-5yr,Public (12 seats),Wet or damp,Darkness - lights lit,Raining,Changing lane to the right,Slight Injury
17:45:00,Sunday,31-50,1-2yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Raining,No priority to vehicle,Slight Injury
11:45:00,Saturday,Unknown,Above 10yr,Automobile,Snow,Daylight,Snow,Moving Backward,Slight Injury
11:45:00,Saturday,Over 51,2-5yr,Pick up upto 10Q,Snow,Daylight,Snow,Driving carelessly,Slight Injury
11:45:00,Saturday,31-50,2-5yr,Pick up upto 10Q,Snow,Daylight,Snow,Driving carelessly,Slight Injury
11:45:00,Saturday,31-50,2-5yr,Lorry (41?100Q),Snow,Daylight,Snow,Driving under the influence of drugs,Slight Injury
12:00:00,Saturday,Over 51,2-5yr,Automobile,Snow,Daylight,Snow,No priority to pedestrian,Slight Injury
12:00:00,Saturday,Over 51,2-5yr,Stationwagen,Snow,Daylight,Snow,No priority to vehicle,Slight Injury
12:00:00,Saturday,18-30,2-5yr,Motorcycle,Snow,Daylight,Snow,Driving carelessly,Slight Injury
12:00:00,Saturday,18-30,5-10yr,,Snow,Daylight,Snow,Moving Backward,Slight Injury
7:50:00,Friday,31-50,2-5yr,Other,Wet or damp,Daylight,Snow,Driving carelessly,Slight Injury
7:50:00,Friday,31-50,Above 10yr,Automobile,Wet or damp,Daylight,Snow,No priority to vehicle,Slight Injury
19:55:00,Sunday,18-30,Above 10yr,Automobile,Dry,Darkness - no lighting,Snow,Changing lane to the right,Slight Injury
19:55:00,Sunday,31-50,Above 10yr,,Dry,Darkness - no lighting,Snow,Changing lane to the left,Slight Injury
20:30:00,Sunday,Over 51,5-10yr,Public (> 45 seats),Wet or damp,Darkness - lights lit,Normal,No priority to vehicle,Slight Injury
20:30:00,Sunday,Over 51,2-5yr,Automobile,Wet or damp,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
20:30:00,Sunday,Over 51,1-2yr,Other,Wet or damp,Darkness - lights lit,Normal,Moving Backward,Slight Injury
20:30:00,Sunday,Over 51,2-5yr,Automobile,Wet or damp,Darkness - lights lit,Normal,No distancing,Slight Injury
20:30:00,Sunday,Over 51,5-10yr,Other,Wet or damp,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
20:30:00,Sunday,31-50,,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
13:57:00,Wednesday,Over 51,5-10yr,Pick up upto 10Q,Snow,Daylight,Normal,No distancing,Slight Injury
13:57:00,Wednesday,18-30,Above 10yr,Public (13?45 seats),Snow,Daylight,Normal,Changing lane to the left,Slight Injury
13:57:00,Wednesday,Unknown,Above 10yr,Automobile,Snow,Daylight,Normal,Driving carelessly,Slight Injury
13:57:00,Wednesday,Unknown,1-2yr,Pick up upto 10Q,Snow,Daylight,Normal,Changing lane to the left,Slight Injury
13:45:00,Sunday,Under 18,,Automobile,Wet or damp,Daylight,Snow,No distancing,Slight Injury
13:45:00,Sunday,18-30,2-5yr,Lorry (41?100Q),Wet or damp,Daylight,Snow,Changing lane to the right,Slight Injury
7:44:00,Friday,18-30,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
7:44:00,Friday,18-30,2-5yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Driving to the left,Slight Injury
15:35:00,Thursday,31-50,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
20:00:00,Friday,Over 51,5-10yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Cloudy,Overtaking,Slight Injury
20:00:00,Friday,31-50,5-10yr,Public (13?45 seats),Wet or damp,Darkness - lights lit,Cloudy,Driving under the influence of drugs,Slight Injury
20:00:00,Friday,31-50,1-2yr,Automobile,Wet or damp,Darkness - lights lit,Cloudy,No priority to pedestrian,Slight Injury
17:46:00,Thursday,Over 51,Above 10yr,Other,Snow,Darkness - lights lit,Other,Moving Backward,Slight Injury
17:46:00,Thursday,Over 51,5-10yr,Other,Snow,Darkness - lights lit,Other,Changing lane to the right,Slight Injury
17:46:00,Thursday,31-50,2-5yr,Other,Snow,Darkness - lights lit,Other,Changing lane to the left,Slight Injury
14:20:00,Friday,18-30,2-5yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
12:15:00,Sunday,31-50,5-10yr,Other,Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
12:15:00,Sunday,18-30,1-2yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
7:40:00,Tuesday,18-30,5-10yr,Public (12 seats),Wet or damp,Darkness - lights lit,Normal,No priority to vehicle,Slight Injury
16:10:00,Wednesday,31-50,5-10yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Raining,Changing lane to the left,Slight Injury
8:35:00,Wednesday,31-50,5-10yr,Public (12 seats),Wet or damp,Daylight,Windy,Changing lane to the right,Slight Injury
8:35:00,Wednesday,18-30,Above 10yr,Lorry (41?100Q),Wet or damp,Daylight,Windy,Changing lane to the right,Slight Injury
8:40:00,Wednesday,18-30,2-5yr,Other,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
18:49:00,Tuesday,18-30,5-10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
12:46:00,Friday,31-50,,,Dry,Daylight,Normal,Getting off the vehicle improperly,Slight Injury
12:46:00,Friday,31-50,5-10yr,Public (> 45 seats),Dry,Daylight,Normal,Overtaking,Slight Injury
7:40:00,Wednesday,18-30,,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
7:40:00,Wednesday,31-50,,Other,Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
6:00:00,Sunday,Unknown,1-2yr,Other,Dry,Darkness - lights lit,Normal,Driving carelessly,Serious Injury
6:00:00,Sunday,18-30,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,Moving Backward,Serious Injury
15:00:00,Saturday,31-50,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
18:02:00,Wednesday,31-50,5-10yr,Pick up upto 10Q,Dry,Darkness - no lighting,Normal,No priority to vehicle,Slight Injury
21:25:00,Thursday,18-30,2-5yr,Automobile,Wet or damp,Darkness - lights lit,Normal,Overturning,Slight Injury
21:25:00,Thursday,18-30,Above 10yr,,Wet or damp,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
21:25:00,Thursday,18-30,Below 1yr,Other,Wet or damp,Darkness - lights lit,Normal,No distancing,Slight Injury
16:55:00,Friday,31-50,Below 1yr,Automobile,Dry,Daylight,Normal,Moving Backward,Slight Injury
16:55:00,Friday,31-50,,Stationwagen,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
16:55:00,Friday,31-50,2-5yr,Other,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
16:55:00,Friday,Unknown,,,Dry,Daylight,Normal,No distancing,Slight Injury
16:55:00,Friday,Unknown,No Licence,Ridden horse,Dry,Daylight,Normal,No distancing,Slight Injury
20:15:00,Monday,18-30,Above 10yr,,Dry,Darkness - no lighting,Normal,Overtaking,Slight Injury
20:15:00,Monday,18-30,Above 10yr,Other,Dry,Darkness - no lighting,Normal,Driving under the influence of drugs,Slight Injury
20:15:00,Monday,18-30,Above 10yr,Lorry (41?100Q),Dry,Darkness - no lighting,Normal,Changing lane to the right,Slight Injury
15:30:00,Tuesday,31-50,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
20:17:00,Thursday,31-50,5-10yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
20:17:00,Thursday,31-50,Below 1yr,Stationwagen,Wet or damp,Darkness - lights lit,Normal,Moving Backward,Slight Injury
13:07:00,Sunday,31-50,2-5yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Moving Backward,Slight Injury
13:07:00,Sunday,31-50,,Automobile,Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
13:07:00,Sunday,31-50,1-2yr,Automobile,Wet or damp,Daylight,Raining,No priority to vehicle,Slight Injury
16:30:00,Tuesday,31-50,1-2yr,Pick up upto 10Q,Dry,Daylight,Normal,Driving at high speed,Slight Injury
16:30:00,Tuesday,31-50,1-2yr,Taxi,Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
15:18:00,Monday,31-50,5-10yr,,Dry,Daylight,Normal,Changing lane to the right,Serious Injury
17:40:00,Wednesday,18-30,Above 10yr,Automobile,Dry,Daylight,Normal,Driving carelessly,Slight Injury
18:32:00,Tuesday,18-30,Above 10yr,,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
18:32:00,Tuesday,18-30,5-10yr,Long lorry,Dry,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
18:32:00,Tuesday,31-50,2-5yr,Public (12 seats),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
18:32:00,Tuesday,Over 51,Below 1yr,Pick up upto 10Q,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
18:35:00,Saturday,31-50,1-2yr,,Dry,Darkness - lights lit,Normal,Getting off the vehicle improperly,Slight Injury
18:35:00,Saturday,31-50,5-10yr,Other,Dry,Darkness - lights lit,Normal,Overtaking,Slight Injury
12:10:00,Friday,18-30,Below 1yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving carelessly,Slight Injury
12:10:00,Friday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
15:08:00,Monday,18-30,2-5yr,Pick up upto 10Q,Dry,Daylight,Unknown,Moving Backward,Serious Injury
15:08:00,Monday,18-30,5-10yr,Lorry (41?100Q),Dry,Daylight,Unknown,Overturning,Serious Injury
15:08:00,Monday,Over 51,5-10yr,Lorry (41?100Q),Dry,Daylight,Unknown,Driving under the influence of drugs,Serious Injury
15:08:00,Monday,Over 51,Above 10yr,Long lorry,Dry,Daylight,Unknown,Changing lane to the right,Serious Injury
8:54:00,Thursday,18-30,1-2yr,Public (> 45 seats),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
16:51:00,Wednesday,31-50,Below 1yr,Public (> 45 seats),Dry,Daylight,Normal,No distancing,Serious Injury
19:02:00,Saturday,18-30,Above 10yr,Automobile,Wet or damp,Darkness - lights lit,Normal,No distancing,Slight Injury
19:02:00,Saturday,18-30,1-2yr,Automobile,Wet or damp,Darkness - lights lit,Normal,No priority to vehicle,Slight Injury
8:10:00,Monday,18-30,2-5yr,Automobile,Wet or damp,Daylight,Fog or mist,Moving Backward,Slight Injury
8:10:00,Monday,31-50,5-10yr,Other,Wet or damp,Daylight,Fog or mist,Moving Backward,Slight Injury
17:50:00,Saturday,18-30,2-5yr,Public (12 seats),Dry,Daylight,Normal,Getting off the vehicle improperly,Slight Injury
17:50:00,Saturday,31-50,Above 10yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
20:51:00,Tuesday,18-30,1-2yr,Stationwagen,Wet or damp,Darkness - lights lit,Windy,Changing lane to the left,Serious Injury
14:00:00,Saturday,31-50,1-2yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
14:00:00,Saturday,18-30,1-2yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
14:43:00,Friday,Over 51,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
16:26:00,Tuesday,Over 51,,,Dry,Daylight,Normal,Driving carelessly,Serious Injury
16:26:00,Tuesday,Over 51,5-10yr,,Dry,Daylight,Normal,Changing lane to the left,Serious Injury
13:54:00,Saturday,31-50,5-10yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
13:54:00,Saturday,31-50,5-10yr,Turbo,Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
13:54:00,Saturday,18-30,5-10yr,Pick up upto 10Q,Dry,Daylight,Normal,Driving carelessly,Slight Injury
15:31:00,Monday,31-50,5-10yr,Other,Dry,Daylight,Cloudy,No distancing,Slight Injury
15:31:00,Monday,Over 51,1-2yr,Stationwagen,Dry,Daylight,Cloudy,No priority to vehicle,Slight Injury
12:30:00,Thursday,18-30,2-5yr,Pick up upto 10Q,Wet or damp,Daylight,Normal,No priority to vehicle,Slight Injury
18:45:00,Wednesday,18-30,5-10yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Raining,No priority to vehicle,Slight Injury
18:45:00,Wednesday,31-50,Above 10yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Raining,Changing lane to the left,Slight Injury
19:12:00,Tuesday,31-50,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,Moving Backward,Serious Injury
17:25:00,Friday,31-50,2-5yr,Automobile,Dry,Daylight,Normal,Driving carelessly,Slight Injury
17:25:00,Friday,31-50,5-10yr,Pick up upto 10Q,Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
12:48:00,Friday,31-50,2-5yr,Pick up upto 10Q,Wet or damp,Daylight,Normal,Changing lane to the right,Slight Injury
7:10:00,Friday,18-30,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
7:10:00,Friday,18-30,1-2yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
17:10:00,Friday,18-30,5-10yr,Other,Wet or damp,Daylight,Normal,Driving to the left,Slight Injury
17:10:00,Friday,31-50,,Stationwagen,Wet or damp,Daylight,Normal,Moving Backward,Slight Injury
17:10:00,Friday,18-30,Above 10yr,Automobile,Wet or damp,Daylight,Normal,No priority to vehicle,Slight Injury
9:05:00,Friday,31-50,Below 1yr,Automobile,Wet or damp,Daylight,Raining,No distancing,Slight Injury
9:05:00,Friday,18-30,2-5yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
